s_no,tpa,entity_code,hospital_name,address,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,grade,bariatric_surgery,cardiology,cardiothoracic_surgeries,dermatology,ent,endocrinology,follow_up_procedure,gastroenterology,general_medicine,general_surgery,genitourinary_surgery,gynaecology_obstetric_surgery,haemotology,hepatology,infectious_diseases,interventional_cardiology,interventional_radiology,medical_oncology,neonatology,nephrology,neurology,neurosurgery,ofms,ophthalmology_surgeries,orthopedics,paediatric_intensive_care,paediatric_surgeries,paediatrics,plastic_surgery,pmr,psychiatry,pulmonology,radiation_oncology,rehabilitation,rheumatology,spine,surgical_gastro_enterology,surgical_oncology,vascular_surgeries,joint_replacement,latitude,longitude,location_accuracy
1252,HITPA,H_19001,"N.G Hospital Singanallur,Coimbatore TN.","577, Near singanallur signal, trichy road, coimbatore",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A5,False,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,11.0055605,77.0676212,Village/Town Center
1253,HITPA,H_18198,"N.M.Hospital, Coimbatore TN.","91,92 Rahuman sait colony, Sowripalayam pirivu, Ramanathapuram-45.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A5,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,10.9981109,76.9994702,Exact Hospital
1254,HITPA,H_18993,"Nataraj Medical Care Ctr Madukkarai,Coimbatore TN.",14/11A BAZAAR STREET MADUKKARAI,Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A6,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1255,HITPA,H_20924,"Nehru Urology Centre, Peelamedu, Coimbatore TN.","58/1, 3RD CROSS WEST, BHARATHY COLONY, PEELAMEDU,",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,5,19-04-2017,2017,S1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0248525,76.9943296,Exact Hospital
1256,HITPA,H_25004,"Nethra Jyothi trust, Coimbatore TN.","NO.55/56, SUBRAMANIAM ROAD,R.S.PURAM (WEST)",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,55,12-11-2021,2021,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0060644,76.954694,Village/Town Center
2232,HITPA,H_25848,"Newbridge centre, Autism, Coimbatore, TN.",,Coimbatore,Private,Multi,PVT AUTISM,Pvt,68,02-05-2023,2023,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1257,HITPA,H_24078,"NRP hospital, sundrapuram, Coimbatore TN.","No 1, LIC Agents Colony, Sundarapuram, Tamil Nadu 641024",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,51,19-08-2021,2021,A6,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0089639,76.9345375,Village/Town Center
2208,HITPA,H_20017,"Orbito Asia Diagnostics, Coimbatore DC.",,Coimbatore,Private,Multi,DC PVT-STANDALONE,Pvt,5,19-04-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
2224,HITPA,H_23265,"Pathogenix Labs, Coimbatore DC.",,Coimbatore,Private,Multi,DC PVT-STANDALONE,Pvt,38,04-08-2020,2020,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1395,HITPA,H_26367,"PERUR SATHALINGA ADIKALAR HOSPITAL AND RESEARCH I, COIMBATORE, TN.","3/177,Mudalipalayam,Kattampatti(Post), SS Kulam(via), Annur(Taluk), Coimbatore-641107",COIMBATORE,PVT,Multi,PVT HOSPITAL,PVT,93,02-01-2026,2026,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1396,HITPA,H_26364,"PGS HOSPITAL, COIMBATORE,TN.","271 &1, opposite to jeganadha perumal temple, near womens polytechnic, Siddhapudur, Avarampalayam, C",COIMBATORE,PVT,Multi,PVT HOSPITAL,PVT,93,02-01-2026,2026,A4,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,11.0153485,76.9524368,Exact Hospital
1258,HITPA,H_20020,"Pills Hospital Pollachi, Coimbatore TN.","70/53,BHARATHI ROAD, LIG COLONY-1 MAHALINGAPURAM",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A4,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,10.66419,77.010376,Exact Hospital
1259,HITPA,H_23609,"PIMS Hospital, Palakkad TN.","PALAKKAD INSTITUTE OF MEDICAL SCIENCES, OPP DEER FOREST, WALAYAR,PALAKKAD-678624",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,45,24-02-2021,2021,A6,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1260,HITPA,H_22722,"Ponnammal Duraisamy Eye Hospital, Coimbatore TN.","No: 178, Sarojini Street, Ramnagar, Coimbatore 641009.",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,25,26-10-2018,2018,S2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,Village/Town Center
1261,HITPA,H_25939,"Prabhu Poly Clinic, Coimbatore, TN. ","95, NEW SCHEME ROAD, POLLACHI",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,72,17-11-2023,2023,A6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.6627285,77.0096353,Exact Hospital
1262,HITPA,H_21133,"Preethi Medical Centre, Coimbatore TN.","258,9th street,Extn,Opp. CSI Church,Gandhipuram,",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A4,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,11.0208486,76.9649585,Exact Hospital
1263,HITPA,H_24325,"Prema Hospital, kaniyur, Coimbatore TN.","Karumathampatti,Sulur,Coimbatore",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,50,30-07-2021,2021,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.1022616,77.169606,Exact Hospital
1297,HITPA,H_18597,"PSG Hospitals,Coimbatore TN.","AVINASHI ROAD, PEELAMEDU, COIMBATORE-641004",Coimbatore,PVT-MC,Multi,PVT-MC,PVT,0,22-05-2021,2021,A1,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,11.0188398,77.0073136,Exact Hospital
1264,HITPA,H_24427,"R S Hospital, Coimbatore TN.","224/6, EAST SAMBANDAM ROAD, RS PURAM,COIMBATORE",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,50,30-07-2021,2021,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0091279,76.954667,Exact Hospital
1265,HITPA,H_24337,"Rajam Medi Centre and Hosp P Ltd, Coimbatore TN.","190/91,pollachi road,Sidco,Coimbatore",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,51,19-08-2021,2021,A6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.9379091,76.9660872,Village/Town Center
1266,HITPA,H_18560,"Ram Polyclinic,Coimbatore TN.",NO 146/2A NEW SCHEME ROAD POLLACHI,Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A3,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,11.0018115,76.9628425,District Center
1267,HITPA,H_24903,"RAO Hospital, Coimbatore TN.","120, WEST PERIASAMY ROAD, R. S. PURAM, COIMBATORE",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,54,22-10-2021,2021,S2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.018513,76.9445555,Exact Hospital
1268,HITPA,H_23560,"Reni Kidney Care, Coimbatore TN.",6/3 Bharathi Street (Thirugnanasambandar St),Coimbatore,PVT,Single,PVT HOSPITAL,PVT,41,05-11-2020,2020,S2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1269,HITPA,H_18996,"Rex Ortho Hospital Poomarket,Coimbatore TN.",43-RR LAY OUT BEHIND SHANMUGA THEATRE POO MARKET BUS STOP METTUPALAYAM ROAD COIMBATORE,Coimbatore,PVT,Single,PVT HOSPITAL,PVT,5,19-04-2017,2017,S1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,11.0018115,76.9628425,District Center
1270,HITPA,H_18989,"Richmond Hospital Trichy Road,Coimbatore TN.",1287 TRICHY ROAD,Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,11.0018115,76.9628425,District Center
1271,HITPA,H_23522,"Royal Care Hospital, LandT Road, Coimbatore TN.","1/520, L & T Bye Pass Road,neelambur Coimbatore, Tamil Nadu",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,49,07-07-2021,2021,A1,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,11.0644299,77.0861309,Village/Town Center
1272,HITPA,H_21520,"Royal Care Super Specialty Hospital,Coimbatore TN.","372F, DR. NANJAPPA ROAD, COIMBATORE",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A3,False,True,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,True,True,11.0159629,76.9680592,Village/Town Center
1273,HITPA,H_18967,"S.P.T Hospital Ramnagar,Coimbatore TN.","50, Vivekananda Road Ram Nagar Coimbatore",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,4,12-04-2017,2017,A4,False,True,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,11.0018115,76.9628425,Village/Town Center
1274,HITPA,H_18927,"Sangeetha Super Specialilty Hosp,Coimbatore TN.","402-H,Palakkad main road Kuniyamuthur,coimbatore.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,2,27-03-2017,2017,A3,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1275,HITPA,H_22669,"Sathya Medical Center, Coimbatore TN.","58-63,TataBad First street, Sivanandhacolony, coimbatore.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,21,16-07-2018,2018,A6,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,11.0018115,76.9628425,District Center
1276,HITPA,H_22744,"Sathyam Kidney Care Centre, Coimbatore TN.","No 5/621 A, Thadagam Road,Near KNG Pudur Pirivu, Coimbatore - 641108,",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,26,06-12-2018,2018,S2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.053409,76.9170556,Exact Hospital
1277,HITPA,H_21372,"Sathyan Eye Care Hospital and CGF,Coimbatore TN.","77, Om Sakthi Nagar, Sowripalayam Pirivu, Ramanathapuram,Coimbatore",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,5,19-04-2017,2017,S2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.9947773,76.99213,Village/Town Center
1278,HITPA,H_18975,"Shankara Eye Hospital,Coimbatore TN.","16A, SATHY ROAD, SIVANANDHAPURAM, SARAVANAMPATTY COIMBATORE 641035",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,1,20-03-2017,2017,S1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0749991,77.0025833,Village/Town Center
1279,HITPA,H_20019,"Shree Sivaa Hospital, Coimbatore TN.","61, ATHIPALAYAM PIRIVU, SATHY ROAD,",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A4,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,11.0450728,76.9856121,Exact Hospital
1280,HITPA,H_22444,"Shree Vetrivel Hospital,Mettupalayam,CoimbatoreTN.","5/435 opposite to ctc depot,Kovai Main Road,Mettupalayam-641301",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,14,19-12-2017,2017,S2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.0018115,76.9628425,District Center
1281,HITPA,H_22822,"Shri Andavar Eye Care Retina centre,Coimbatore,TN.","NO.4 LIG COLONY, PALLADAM ROAD,POLLACHI -642002 ,COIMBATORE",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,30,20-03-2019,2019,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.6588234,77.00873,Village/Town Center
1282,HITPA,H_23573,"SLV Hospital and Cancer Centre, Coimbatore TN.",PARSN 3 RD GATE,Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,42,09-12-2020,2020,A6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.0018115,76.9628425,District Center
1283,HITPA,H_21972,"SMF Hospital,Annur,Coimbatore TN.","15/A,SMF Hospitsl,Opp to police station,Kovai Road,Annur,Coimbatore-641 653.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,1,20-03-2017,2017,A6,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2329709,77.103523,Village/Town Center
1412,HITPA, H_24602,"Somanur UPHC, Sulur Coimbatore TN.","Govt.Primary Health Centre,Near Panchayat Office,Somanur,Sulur Block,Coimbatore",Coimbatore,UPHC,Multi,Govt-MTM,Govt,51,19-08-2021,2021,A1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1284,HITPA,H_18994,"Sowmiya Hospital Karamadai,Coimbatore TN.","SOWMIYA HOSPITAL, KANNAR PALAYAM, KARAMADAI, COIMBATORE-641104",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A5,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.2377363,76.9652218,Exact Hospital
2230,HITPA,H_25591 ,"Spectrum Scans and Diagnostics, Coimbatore DC.",,Coimbatore,Private,Multi,DC PVT-STANDALONE,Pvt,57,23-03-2022,2022,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1285,HITPA,H_18324,"Sree Abirami Hospital, Coimbatore TN.","33, Madukkarai Road, Sundarapuram.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,4,12-04-2017,2017,A1,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,10.8726264,76.9572927,Village/Town Center
1286,HITPA,H_18882,"Sri Bala Medical Ctr Ramanathapuram,Coimbatore TN.","901, TRICHY ROAD, RAMANATHAPURAM COIMBATORE",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A4,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,11.0050923,77.0667504,Village/Town Center
1287,HITPA,H_18326,"Sri Lakshmi Hospital, Coimbatore TN.","18/121, Mettupalayam Road, Behind Indian Bank, Thudiyalur, Coimbatore",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,4,12-04-2017,2017,A2,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,11.0782349,76.9409348,Exact Hospital
1288,HITPA,H_18599,"Sri Ramakrishna Hospital,Coimbatore TN.","395,SAROJINI NAIDU ROAD,COIMBATORE-641044",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,4,12-04-2017,2017,A1+10%,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,11.0236666,76.9765146,Exact Hospital
2226,HITPA,H_24436,"Swastik Diagnostic Centre, Coimbatore DC.",,Coimbatore,Private,Multi,DC PVT-STANDALONE,Pvt,50,30-07-2021,2021,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1289,HITPA,H_19622,"The Eye Foundation RS Puram, Coimbatore TN.","NO.582-A, D.B.ROAD, R.S.PURAM",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,5,19-04-2017,2017,S1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.024259,77.0025808,Village/Town Center
1290,HITPA,H_26054,"Valli Orthopedic and Sports Hospital, Salem, TN.","Site No:154/2D,MEYYANOOR ROAD,SALEM",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,79,28-08-2024,2024,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1291,HITPA,H_24430,"Vasan Eye Care, Coimbatore TN.",81/83 TV Swamy road west rspuram,Coimbatore,Private,Single,PVT HOSPITAL,Pvt,88,25-06-2025,2025,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.957713,76.9543156,Exact Hospital
1292,HITPA,H_19628,"Vela Hospital Pvt Ltd Singanallur, Coimbatore TN.","KOTHARI MILL LANE,TRICHY ROAD,",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0017873,77.0300545,Exact Hospital
1293,HITPA,H_23250,"VG Hospital, Coimbatore TN.","No 76A, Mettupalayam Road, Thudiyalur Post, Coimbatore.",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,37,22-07-2020,2020,A6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0705492,76.9425297,Exact Hospital
1294,HITPA,H_18595,"VGM Hospital,Coimbatore TN.","NO.2100,TRICHY ROAD,RAJALAKSHMI MILLS STOP,COIMBATORE",Coimbatore,PVT,Multi,PVT HOSPITAL,PVT,5,19-04-2017,2017,A2,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.9986666,77.0143291,Exact Hospital
2209,HITPA,H_22388,"Vidya Vikasini Opp. school, Autism, Coimbatore TN.",,Coimbatore,Private,Multi,PVT AUTISM,Pvt,10,29-08-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
1295,HITPA,H_18404,"Vikram ENT Hospital and Institute, Coimbatore TN.","69,WEST VENKATASAMY ROAD, R.S PURAM COIMBATORE-641002",Coimbatore,PVT,Single,PVT HOSPITAL,PVT,4,12-04-2017,2017,S2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0018115,76.9628425,District Center
718,Vidal,H_18211,"A G Padmavathys Hospital Pvt Limited,Cuddalore TN.","RS.NO127/1A, VILLIANUR MAIN ROAD, ARUMPARTHAPURAM, PUDUCHERRY",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A2,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,11.5202071,79.3396356,District Center
719,Vidal,H_24412,"Abiraami Hospital, Cuddalore TN.",24-ALC Campus Manjakuppam Cuddalore-607001,Cuddalore,Private,Single,PVT HOSPITAL,Pvt,50,30-07-2021,2024,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.7559244,79.7617192,Exact Hospital
720,Vidal,H_18387,"Aravind Eye Hospital, Pondicherry TN.","Cuddalore Main Road, Thavalakuppam, Pondicherry",Cuddalore,Private,Single,PVT HOSPITAL,Pvt,5,19-04-2017,2017,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.8645974,79.7545235,Village/Town Center
729,Vidal,H_18686,"Arupadaiveedu medical college,Cuddalore TN.","PONDY -CUDDALORE MAIN ROAD 
KIRUMAMBAKKAM
PUDUCHERRY - 607 403",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,11.5202071,79.3396356,District Center
721,Vidal,H_22015,"Chandra Hospital,Cuddalore,TN.","118/835 JUNCTION ROAD,VRIDDHACHALAM",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,2,27-03-2017,2017,A6,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.5202071,79.3396356,District Center
722,Vidal,H_23711,"Cuddalore speciality hospital,Cuddalore TN.","45, BASHYAM STREET MANJAKUPPAM CUDDALORE ",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,79,28-08-2024,2020,A6,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,11.7426938,79.7503064,Village/Town Center
723,Vidal,H_20054,EAST COAST HOSPITAL PONDICHERRY TN.,"No 1, Paris Nagar,Moolakulam,Puducherry",Cuddalore,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A5,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,11.5202071,79.3396356,District Center
1886,Vidal,H_22401,"Global Trust Differently Abled,Autism,Cuddalore TN",,Cuddalore,Private,Autism ,PVT AUTISM,Pvt,12,25-09-2017,2017,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.5202071,79.3396356,District Center
697,Vidal,H_25852,"Govt Bhuvanagiri Taluk Hospital , Cuddalore TN.","Govt. Taluk. Hospital,Kacheri pillaiyar koil st,Bhuvanagiri",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,69,12-05-2023,2023,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.5202071,79.3396356,District Center
582,Vidal,H_21148,"Govt Hospital kattumannarkudi,Cuddalore TN.","CHIDAMBARAM MAIN ROAD,UDAIYARKUDI,KATTUMANNARKOIL",Cuddalore,Sub-district Hospital,Multi,Govt-DMS,Govt,1,20-03-2017,2017,A1,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,11.5202071,79.3396356,District Center
